"Site_Code","Point_Type","Tree_Num","Watershed","Latitude","Longitude","X.UTM","Y.UTM","Horz_Prec","Count.medium","Count.small","Unhealthy_Site","Cow_Damage","Site_Notes","Site_Notes.2019","Elevation","Cos.aspect","Slope","Summer.Insolation","Count.adult.dead","Count.adult.damaged","DBH.center","DBH.mean","Basal.area.density","Plot.radius","Soil.type","Canopy_openness","Geologic.Unit","Fraction.Organic","d15N","d13C","fracN","fracC","Genotype","Ploidy_level"
"KTDS","Grid",132,"Washington Gulch-Slate River",38.9231199,-106.99575,326990.201613157,4310138.70669686,1,1,1,0,0,NA,"",3026.65886408449,-0.651286998453246,17.6122345921528,22.3004531860352,0,1,23.9,26.2363636363636,0.0195112029384757,6.6,"Soil",4,"Qt",NA,NA,NA,NA,NA,"AHUK_131_18","Triploid"
"KVEI","Grid",64,"Middle East River",38.9515133,-106.96509,329716.263731263,4313232.16475237,1,0,4,0,0,"NA","",3119.27949939268,-0.952034494877257,25.2445120230989,24.5893726348877,2,0,32.1,23.5818181818182,0.044664404432133,3.8,"Soil",4,"Qm",NA,-0.26470576,-24.92285256,2.46331194471866,48.5242546890425,"ACFL_031_18","Triploid"
"KXAYQ","Random",383,"Middle East River",38.9390821,-106.94368,331542.255686308,4311812.70263155,0.6,0,5,0,1,NA,"",2985.88584309478,-0.632608464814308,17.5943358367174,22.3099746704102,0,0,23.4,26.7545454545455,0.0154339699074074,7.2,"Talus",3,"Qlf",NA,NA,NA,NA,NA,"KXAYQ_383_18","Triploid"
"KZXQJ","Random",478,"Oh-be-Joyful Creek-Slate River",38.9319288,-107.04547,322701.573995709,4311211.90924315,0.6,1,1,0,0,"NA","",2891.72442927524,-0.603120318525591,26.9743010563599,22.9767608642578,4,0,24.8,21.7,0.0310912570888469,4.6,"Soil",3,"Kmu",0.0635725047449468,NA,NA,NA,NA,"AQPIX_387_18","Triploid"
"LCMG","Grid",217,"Oh-be-Joyful Creek-Slate River",38.9096195,-107.02307,324588.399067082,4308692.58616555,0.6,0,0,0,0,"NA","",2797.97502835102,-0.486465268032345,10.1273457462314,21.1586265563965,0,0,27.8,26.9545454545455,0.0322402736686391,5.2,"Soil",5,"Ql",NA,NA,NA,NA,NA,"ABVE_221_18","Triploid"
"LEVO","Grid",42,"Middle East River",38.9511575,-106.96357,329847.138281178,4313189.83644844,1.3,0,1,0,0,"NA","",3105.75188185356,-0.992825757537969,23.4055024852598,24.5687141418457,1,0,34.1,26.1090909090909,0.03241336,5,"Soil",4,"Qm",0.243884289833504,1.04871312,-25.86905722,3.16688029925187,50.4896558603491,"EFMD_057_18","Triploid"
"LGOK","Grid",110,"Washington Gulch-Slate River",38.9224369,-106.99395,327144.597375559,4310059.48969806,1.1,0,2,0,0,"NA","",3042.08952123969,-0.705420414225369,16.4337542174986,22.4483242034912,0,0,33.2,19.5636363636364,0.0160386115702479,5.5,"Soil",4,"Qt",NA,NA,NA,NA,NA,"AFOG_113_18","Triploid"
"LGUH","Grid",148,"Coal Creek",38.8624594,-107.05054,322088.735225355,4303511.77283312,0.6,3,4,0,0,"NA","",2957.87894940326,-0.837761693391776,22.0563584323813,23.6236820220947,2,2,20.1,18.0636363636364,0.0148128328402367,5.2,"Talus",3,"Qmy",NA,NA,NA,NA,NA,"GRFO_153_18","Triploid"
"LHZH","Grid",225,"Oh-be-Joyful Creek-Slate River",38.9096872,-107.02281,324611.111214882,4308699.5996095,0.5,1,1,0,0,"NA","",2801.24298378733,-0.369886921996784,10.6194190121942,20.7954921722412,2,0,9.8,16.05,0.00644280478395062,7.2,"Soil",5,"Ql",0.0893897137232385,NA,NA,NA,NA,"ABVE_221_18","Triploid"
"LIAHQ","Random",382,"Middle East River",38.9369166,-106.94047,331815.369811286,4311566.43856974,1,0,4,0,1,"NA","",3033.04415621337,-0.287025976952191,20.2604595683639,20.4861106872559,1,0,22,12.3818181818182,0.0109502066115702,4.4,"Soil",5,"Qu",NA,NA,NA,NA,NA,"LIAHQ","Triploid"
"LLTM","Grid",256,"Oh-be-Joyful Creek-Slate River",38.9087555,-107.02193,324685.125980353,4308594.50330541,0.9,0,0,0,0,"NA","",2791.20355862752,-0.95181593915971,15.5615371302833,23.0859870910645,4,0,26.2,15.1090909090909,0.0158283446712018,4.2,"Soil",4,"Ql",NA,NA,NA,NA,NA,"DNNZ_275_18","Triploid"
"LNCL","Grid",214,"Oh-be-Joyful Creek-Slate River",38.9098648,-107.02339,324561.254919806,4308720.42626113,0.8,0,0,0,0,"NA","",2794.08453541063,-0.231672332995786,18.2272469529364,20.7568683624268,0,0,24.8,22.58,0.0274023760330579,4.4,"Soil",5,"Ql",NA,NA,NA,NA,NA,"ABVE_221_18","Triploid"
"LNEUS","Random",462,"Oh-be-Joyful Creek-Slate River",38.9124906,-107.02361,324548.645720442,4309012.27175019,0.7,5,11,0,0,"NA","",2840.97426705984,-0.858810064801635,22.9665331003986,22.7878818511963,0,0,6.7,7.19090909090909,0.00465953250547845,3.7,"Talus",5,"Kmu",0.125392424674848,NA,NA,NA,NA,"LNEUS","Diploid"
"LQDNH","Random",294,"Middle East River",38.9542553,-106.9632,329886.612163516,4313532.95154959,0.5,2,17,1,0,"Site in clearing. Possibly unhealthy.","",3232.56265893531,-0.872979351694322,19.4377694378902,23.6098079681396,5,4,24.1,21.6272727272727,0.00408261741973841,11.6,"Talus",2,"Tg",0.0946309820080779,NA,NA,NA,NA,"LQDNH","Diploid"
"LRPJC","Random",451,"Middle East River",38.9100699,-106.89088,336051.973651498,4308496.57075845,0.5,1,1,1,0,"NA","",2976.91817567667,-0.942385860989128,22.881168909675,23.543664932251,1,4,29.1,24.8090909090909,0.018219536271809,6.6,"Soil",3,"Qm",NA,NA,NA,NA,NA,"LRPJC","Triploid"
"LXOGB","Random",494,"Washington Gulch-Slate River",38.8844893,-106.95855,330123.231611244,4305781.41410091,0.7,0,4,0,0,"NA","",2854.10019231642,-0.15668044867805,17.6858814045554,18.6879711151123,1,0,22.9,18.8272727272727,0.0358212603878116,3.8,"Talus",4,"Qd",NA,NA,NA,NA,NA,"LXOGB_494_18","Triploid"
"MCBRM01","Random",490,"Middle East River",38.9172407,-106.94749,331160.226565515,4309395.72180271,0.9,0,0,0,0,"Mt Crested Butte river meanders - past fenceline 50m","",2812.78275120927,0.895565347567531,19.629535387816,14.5198030471802,2,0,24.5,21.1454545454545,0.0243190926275992,4.6,"Soil",5,"Km",NA,NA,NA,NA,NA,"MCBRM01","Triploid"
"MCBSA01","Random",492,"Middle East River",38.9114304,-106.93867,331911.237291228,4308734.57937294,2.5,0,8,1,1,"Mt Crested Butte ski area. small stand, some lodgepole nearby. damaged.","",2828.86211019536,0.853783769461302,15.0279223797522,16.5539379119873,1,6,17.6,12.0909090909091,0.0164310376492195,3.3,"Scree",2,"Km",NA,NA,NA,NA,NA,NA,NA
"MCTH","Grid",128,"Washington Gulch-Slate River",38.9230926,-106.99455,327094.171196706,4310133.39983019,2.2,4,4,0,0,NA,"",3046.52656473172,-0.762311082176127,14.904209854349,22.4133415222168,0,1,34.9,29.1909090909091,0.0190732032276224,7.3,"Soil",4,"Qt",NA,NA,NA,NA,NA,"AFOG_113_18","Triploid"
"MEMNL01","Random",341,"Coal Creek",38.8707589,-107.03193,323724.050000441,4304396.76800083,0.8,5,19,1,0,"Damaged stand","",2987.40369928177,-0.836921530513966,14.2122104826142,22.9243125915527,5,1,20.2,20.4727272727273,0.00887059485832239,7.3,"Talus",3,"Qlu",0.108319778299898,NA,NA,NA,NA,"MEMNL01_341_18","Triploid"
"MEMRS01","Random",330,"Coal Creek",38.8755815,-107.02693,324169.742001475,4304922.35038497,0.4,0,15,0,0,"NA","",3033.59324898955,-0.894039320917609,25.5644008768987,24.4770908355713,1,0,11.2,13.7181818181818,0.0125751549586777,4.4,"Soil",5,"Kmv",NA,NA,NA,NA,NA,"MEMRS01","Diploid"
"MGGT","Grid",237,"Oh-be-Joyful Creek-Slate River",38.9087018,-107.02246,324639.035174387,4308589.56267454,0.8,0,0,0,0,NA,"",2785.28732586876,-0.841308920511755,17.1778580315893,22.9846897125244,1,0,25.6,25.8090909090909,0.0275117973372781,5.2,"Soil",5,"Ql",NA,NA,NA,NA,NA,"ABVE_221_18","Triploid"
"MGWO","Grid",20,"Middle East River",38.9504611,-106.96332,329867.138193336,4313112.08030593,1.1,1,6,0,0,"NA","",3078.78757771039,-0.982796374905498,20.2856250318202,24.0942974090576,2,0,26.4,16.7545454545455,0.00792112244897959,7,"Soil",3,"Tg",NA,0.0130804799999999,-25.64025416,3.13167166979362,47.7543494371482,"ABEY_034_18","Diploid"
"MINE","Grid",274,"Oh-be-Joyful Creek-Slate River",38.9087491,-107.02141,324730.201706049,4308592.79328368,0.5,0,13,0,0,"NA","",2799.13879760316,-0.757259130274903,19.0292206300721,22.9645652770996,2,0,16.2,14.8,0.00898054846938776,5.6,"Soil",5,"Ql",NA,NA,NA,NA,NA,"DNNZ_275_18","Triploid"
"MJNG","Grid",181,"Coal Creek",38.8633212,-107.0519,321972.876705469,4303610.07061604,1.4,2,3,0,0,"NA","",3008.11096201386,-0.989334128645382,19.9791442859918,24.6902141571045,0,1,43.5,21.7545454545455,0.0105648338674313,7.7,"Soil",4,"Qdu",NA,NA,NA,NA,NA,"FLOA_182_18","Triploid"
"MJOL","Grid",45,"Middle East River",38.9511171,-106.96451,329765.579280549,4313187.10888075,0.6,1,11,0,0,"NA","",3100.27223428341,-0.981691487349794,27.9379663325071,24.9853954315186,1,2,15.8,15.6181818181818,0.00476546698393813,8.2,"Talus",2,"Tg",0.0793302729731946,-0.20066928,-25.88404432,2.95733467945482,50.4032286723877,"ABEY_034_18","Diploid"
"MKBID","Random",385,"Middle East River",38.9434089,-106.94751,331220.547414249,4312299.99387989,0.5,0,0,1,1,NA,"",3076.24908117372,0.152933779090422,10.4187549709628,20.483434677124,4,1,13.5,10.4545454545455,0.0025003565396885,7.3,"Soil",1,"Km",NA,NA,NA,NA,NA,"MKBID","Triploid"
"MKTPA","Random",336,"Coal Creek",38.874584,-107.03559,323415.975108405,4304828.36823279,1.3,3,8,0,0,"NA","",3145.76299377005,-0.561519245794856,16.6595525063696,22.0145473480225,0,0,14.1,11.1636363636364,0.0117590942293645,3.7,"Soil",5,"Qlu",NA,NA,NA,NA,NA,"MKTPA_336_18","Triploid"
"MNAQJ","Random",322,"Washington Gulch-Slate River",38.9277917,-106.99242,327290.234321215,4310650.8860773,0.5,2,40,0,0,"very steep long approach","",3306.21544348549,-0.874982731672599,32.671945520466,25.2354221343994,1,1,12.3,11.0909090909091,0.0255065972222222,2.4,"Scree",3,"Tp",NA,NA,NA,NA,NA,"MNAQJ","Diploid"
"MPSY","Grid",137,"Washington Gulch-Slate River",38.9222406,-106.99484,327066.959954543,4310039.39168811,0.8,0,1,0,0,"NA","",3023.50309113346,-0.736444182346494,18.5772257282122,22.7826042175293,5,0,33,19.6181818181818,0.0166724628099174,5.5,"Soil",5,"Qt",NA,NA,NA,NA,NA,"AHUK_131_18","Triploid"
"MRDK","Grid",205,"Coal Creek",38.8640397,-107.05144,322014.583191986,4303688.91524384,0.5,4,9,0,0,"NA","",3026.27376671435,-0.646617504446603,7.29198561230655,21.4209156036377,0,0,15.5,15.2636363636364,0.00570559210526316,7.6,"Soil",3,"Qdu",0.0350898692810458,NA,NA,NA,NA,"CZUE_196_18","Triploid"
"MRIND","Random",465,"Oh-be-Joyful Creek-Slate River",38.9284332,-107.03905,323249.420976868,4310811.48043096,1.3,4,8,0,0,"NA","",2958.35390278016,-0.686063778560935,28.4095347859648,23.419319152832,2,1,16.8,19.6181818181818,0.0338328707085464,3.7,"Soil",4,"Ql",NA,NA,NA,NA,NA,"MRIND","Diploid"
"MTAFH","Random",471,"Oh-be-Joyful Creek-Slate River",38.933747,-107.04444,322795.387712848,4311411.69840171,0.8,2,3,0,0,"NA","",3014.70943675194,-0.790083607247581,27.5612091310537,23.8768119812012,0,2,36,15.6727272727273,0.0446493333333333,3,"Soil",4,"Kmu",NA,NA,NA,NA,NA,"MTAFH","Diploid"
"MTSH","Grid",183,"Coal Creek",38.8633498,-107.05137,322018.936169088,4303612.21103924,0.6,5,2,0,0,"NA","",3012.20470313078,-0.982979258936563,20.1779181924892,24.6600818634033,0,1,31.2,19.8545454545455,0.0335237358715051,4.1,"Soil",3,"Qdu",0.0725250409941324,NA,NA,NA,NA,"CZUE_196_18","Triploid"
"MVARN","Random",287,"Middle East River",38.9537181,-106.97951,328471.919099678,4313503.91681424,0.8,3,0,0,0,"NA","",2963.26028912315,-0.354535344985492,10.3389496301845,20.6974754333496,0,0,28.1,21.02,0.0113614693877551,7,"Soil",3,"Kmf",NA,NA,NA,NA,NA,"MVARN","Triploid"
"MWDV","Grid",208,"Coal Creek",38.864238,-107.05142,322016.813225529,4303710.88431936,0.9,0,2,0,0,"NA","",3027.40688663783,-0.260741277416652,6.08241506188644,20.3787975311279,0,0,46.3,15.4272727272727,0.00823648393194707,6.9,"Talus",2,"Qdu",NA,NA,NA,NA,NA,"AQZOX_354_18","Triploid"
"NCIF","Grid",267,"Oh-be-Joyful Creek-Slate River",38.9103494,-107.02154,324722.866397338,4308770.65101028,1,0,0,0,0,"NA","",2830.62575324735,-0.339437242615466,17.9177352750964,21.0576324462891,2,1,29.6,22.4636363636364,0.0269858940972222,4.8,"Soil",3,"Ql",NA,NA,NA,NA,NA,"NCIF","Triploid"
"NCKW","Grid",166,"Coal Creek",38.8629086,-107.0508,322067.294877073,4303562.13358547,0.5,3,2,0,0,"NA","",2981.59216978124,-0.859544117784203,27.3228678178941,23.9100208282471,0,1,23.7,22.8909090909091,0.00976210317460317,8.4,"Soil",3,"Qmy",NA,NA,NA,NA,NA,"BYUQ_157_18","Triploid"
"NCUB","Grid",116,"Washington Gulch-Slate River",38.9227099,-106.99547,327013.480576084,4310092.67186369,1.2,4,11,0,0,"NA","",3022.59850719398,-0.671391463955529,20.0733079619719,22.5664844512939,1,0,19.4,16.2090909090909,0.0159348327566321,5.1,"Soil",4,"Qt",NA,NA,NA,NA,NA,"AHUK_131_18","Triploid"
"NDFU","Grid",9,"Middle East River",38.9502431,-106.96416,329793.819757146,4313089.45491471,3.1,0,1,0,0,"NA","",3056.27212303629,-0.959191997727932,24.9029226554634,24.5429649353027,0,1,45.8,28.9909090909091,0.0178860352622146,7.33,"Soil",4,"Tg",NA,-0.45827562,-25.47389295,3.19094330400782,51.3756109481916,"ASMP_012_18","Triploid"
"NGFS","Grid",185,"Coal Creek",38.8633339,-107.0508,322068.355423619,4303609.33496796,0.7,5,14,0,0,"NA","",2996.72747933443,-0.757503085185899,21.5151874360278,23.182559967041,2,0,23.1,18.4818181818182,0.0178496913580247,5.4,"Soil",4,"Qmy",NA,NA,NA,NA,NA,"CZUE_196_18","Triploid"
"NGTWF","Random",325,"Washington Gulch-Slate River",38.9236762,-106.9914,327368.680352342,4310192.19940325,0.5,4,23,1,0,"Unhealthy stand","",3155.36778388593,-0.60807544432608,33.4850682892966,22.9734268188477,3,1,14.2,13.0454545454545,0.0106402920497566,4.3,"Talus",3,"Tp",NA,NA,NA,NA,NA,"NGTWF","Diploid"
"NIBED","Random",379,"Middle East River",38.9451802,-106.9326,332516.984886643,4312469.06483388,0.5,0,0,1,0,"NA","",3160.90036719374,-0.98138719233289,27.0027600377308,25.0415935516357,1,2,28.8,19.8181818181818,0.0271659259259259,4.5,"Talus",3,"Qm",NA,NA,NA,NA,NA,"NIBED","Triploid"
"NISHT","Random",284,"Middle East River",38.9678661,-106.98711,327847.565712871,4315088.46335415,1.9,18,3,1,0,"Very damaged stand","",3058.85376610158,-0.722842773858825,19.3561761756109,23.2290935516357,3,0,7.8,13.7454545454545,0.0223125575279421,3.9,"Scree",3,"Qt",NA,NA,NA,NA,NA,"GDAOC01_283_18","Triploid"
"NIZOD","Random",340,"Coal Creek",38.8701082,-107.0388,323126.389907607,4304337.84454362,1.9,0,1,0,0,"NA","",3037.25374659151,-0.866296684065132,16.0525317077646,23.0198955535889,0,1,32.7,20.8090909090909,0.0357183125,4,"Talus",4,"Kmv",NA,NA,NA,NA,NA,"NIZOD","Triploid"
"NJLM","Grid",98,"Washington Gulch-Slate River",38.9220046,-106.9957,326991.826578666,4310014.83142577,0.6,1,0,0,0,"NA","",2998.44326991705,-0.647881296888479,21.3011830973669,22.5555553436279,3,0,21.5,21.8545454545455,0.0135016203703704,7.2,"Soil",3,"Qt",NA,NA,NA,NA,NA,"ABPZ_076_18","Triploid"
"NJQHM","Random",377,"Middle East River",38.9479889,-106.93411,332392.731686493,4312783.56093387,2.1,0,36,0,1,NA,"",3272.23560734924,-0.77846992549169,29.906021241973,23.8896770477295,2,0,19,16.3454545454545,0.0280170798898072,3.3,"Soil",4,"Qu",NA,NA,NA,NA,NA,"NJQHM",NA
"NLDIZ","Random",400,"Oh-be-Joyful Creek-Slate River",38.9379108,-107.05201,322149.593860834,4311888.56541945,1.2,0,1,0,0,NA,"",2924.02785816498,-0.757063507568281,24.0306519959632,22.7802543640137,2,2,23.9,18,0.00783950617283951,7.2,"Soil",4,"Kmu",0.10160781718379,NA,NA,NA,NA,"NLDIZ","Triploid"
"NOLR","Grid",277,"Oh-be-Joyful Creek-Slate River",38.9094835,-107.02106,324762.358290712,4308673.62723403,0.6,0,3,0,0,"New Orleans loves rum","",2825.27054724497,-0.545525638452586,24.5020892858291,22.3736095428467,1,0,10.1,18.6545454545455,0.0447975026014568,3.1,"Soil",5,"Ql",NA,NA,NA,NA,NA,"FBFZ_279_18","Triploid"
"NOWZ","Grid",87,"Washington Gulch-Slate River",38.9217896,-106.99513,327040.722164729,4309989.88817419,1.2,0,7,0,0,"NA","",3004.23444264904,-0.703592264300656,16.6992459265001,22.4293193817139,1,0,37.1,26.4909090909091,0.0154299515235457,7.6,"Soil",5,"Qt",NA,NA,NA,NA,NA,"AHUK_131_18","Triploid"
"NQCO","Grid",227,"Oh-be-Joyful Creek-Slate River",38.9101094,-107.02261,324629.493251132,4308746.07238635,1,0,0,0,0,"Site a little high on grid (east)","tag and reflector mistakenly flagged; all OK",2809.00704526215,-0.627162449747589,12.2298490757181,21.5673980712891,1,0,38.2,24.7090909090909,0.0127988494411571,7.8,"Soil",4,"Ql",NA,NA,NA,NA,NA,"ABVE_221_18","Triploid"
"NTPH","Grid",6,"Middle East River",38.9502681,-106.96335,329864.076701867,4313090.71643542,0.9,1,12,0,0,"NA","",3065.95713058564,-0.958893550568972,23.9416572901961,24.4379367828369,2,0,27.4,23.0454545454545,0.0278096391534197,4.66,"Soil",4,"Tg",NA,NA,NA,NA,NA,"ABEY_034_18","Diploid"
"NVYPC","Random",350,"Coal Creek",38.8685698,-107.0494,322202.881793388,4304187.70632841,2,0,3,0,0,"NA","",3102.34719221502,-0.988536705761813,19.1856223381439,23.7520008087158,0,2,35.3,31.98,0.0214244792699861,7.1,"Soil",3,"Qdu",0.110066156440524,NA,NA,NA,NA,"DKWBZ_351_18","Triploid"
"NVZC","Grid",100,"Washington Gulch-Slate River",38.9219777,-106.99633,326937.141501377,4310013.04189507,0.7,10,39,0,0,"NA","",2983.8665226246,-0.619027485461373,16.3386129380871,22.0551776885986,3,0,26,16.4818181818182,0.0192371851851852,4.5,"Soil",4,"Qt",NA,NA,NA,NA,NA,"ABPZ_076_18","Triploid"
"NWDK","Grid",230,"Oh-be-Joyful Creek-Slate River",38.9102983,-107.0225,324639.496669939,4308766.82570849,0.7,0,1,0,0,"NA","",2813.16863596913,-0.555946071229594,11.0761820138326,21.270923614502,3,0,24.5,23.51,0.031463791322314,4.4,"Soil",5,"Ql",NA,NA,NA,NA,NA,"ABVE_221_18","Triploid"
"NYHR","Grid",48,"Middle East River",38.9511094,-106.96537,329691.031441378,4313187.8617625,1.6,0,9,0,0,"NA","",3090.3259215493,-0.973145301968236,25.2262975303464,24.7197818756104,1,0,27.6,20.8363636363636,0.0241171077504726,4.6,"Soil",4,"Tg",0.327827016587923,NA,NA,NA,NA,"ACFL_031_18","Triploid"
"NYXEO","Random",463,"Oh-be-Joyful Creek-Slate River",38.9109215,-107.02333,324569.060079298,4308837.58772839,0.6,0,0,0,0,"NA","",2801.65219109037,0.107649872609247,23.8834636869727,18.4407119750977,3,0,29.9,21.2090909090909,0.0186791152263374,5.4,"Soil",4,"Ql",NA,NA,NA,NA,NA,"AHQT_229_18","Triploid"
"NZXV","Grid",59,"Middle East River",38.9515773,-106.96358,329847.27585134,4313236.44618914,0.9,1,3,0,0,"NA","",3131.16012566047,-0.996664863987117,26.5784639241766,25.139741897583,0,0,25.8,24.4727272727273,0.0445262327416174,3.9,"Talus",5,"Qm",NA,-0.83589744,-25.32952162,3.08080153403643,50.2730172579099,NA,NA
"OCLZ","Grid",152,"Coal Creek",38.8625268,-107.05172,321986.513482926,4303521.55402674,0.8,1,1,0,0,"Moved west due to stream in the way","",2971.07547618627,-0.967780848572579,23.28509253591,24.4096355438232,0,0,29.4,23.1666666666667,0.0762676035502959,2.6,"Talus",2,"Kmvo",NA,NA,NA,NA,NA,"GRFO_153_18","Triploid"
"OELX","Grid",175,"Coal Creek",38.8631278,-107.05108,322043.545805492,4303587.00714577,0.8,6,2,0,0,"NA","",2995.87133781995,-0.949948876332927,26.0184744779223,24.637149810791,2,1,32.7,21.0818181818182,0.033096768707483,4.2,"Soil",2,"Qmy",NA,NA,NA,NA,NA,"CZUE_196_18","Triploid"
"OFCNI","Random",410,"Washington Gulch-Slate River",38.9207952,-106.98951,327525.557249158,4309868.8771435,0.9,0,11,0,1,"NA","",3079.0208861458,-0.805864259492704,17.4159453889026,22.916015625,1,0,21.8,21.5363636363636,0.0163338565712527,5.7,"Soil",4,"Qt",NA,NA,NA,NA,NA,"BUCDS_328_18","Triploid"
"OFMLA","Random",414,"Coal Creek",38.8589876,-107.07713,319772.719720912,4303178.6278088,0.6,3,20,0,0,"NA","",3132.93726057661,-0.868029140888879,27.8259715915369,24.2752113342285,1,3,24.5,14.6727272727273,0.0423045267489712,2.7,"Scree",5,"Tp",NA,NA,NA,NA,NA,"OFMLA_414_18","Triploid"
"OFSKE","Random",427,"Washington Gulch-Slate River",38.9183931,-106.98259,328119.718710597,4309589.21268367,0.6,2,7,0,0,"NA","",3176.12798671428,-0.746657661462232,21.6354743587722,23.0616512298584,0,0,16.9,11.7545454545455,0.0228662551440329,2.7,"Talus",4,"Tp",0.0826094116678332,NA,NA,NA,NA,"OFSKE","Diploid"
"OGJZR","Random",396,"Oh-be-Joyful Creek-Slate River",38.9425112,-107.05301,322074.418106961,4312401.09337595,1.5,0,5,0,1,NA,"",2960.1685963398,-0.150519858016152,16.7244275254571,19.2430534362793,1,2,27.5,18.1454545454545,0.01781696,5,"Soil",5,"Kmu",0.0996799181802686,NA,NA,NA,NA,"DWLFN_398_18","Triploid"
"OJKJ","Grid",265,"Oh-be-Joyful Creek-Slate River",38.9103202,-107.02173,324706.319181393,4308767.77555649,0.7,0,0,0,0,"NA","",2827.86343576129,-0.330153283516245,15.7976038341601,20.8995304107666,3,0,24.7,23.57,0.0388980276134122,3.9,"Soil",5,"Ql",NA,NA,NA,NA,NA,"DNNZ_275_18","Triploid"
"OQGJ","Grid",49,"Middle East River",38.9511262,-106.96562,329669.406141555,4313190.19370976,1.8,2,10,0,0,"NA","",3088.21103588948,-0.963801917844959,23.8971753353305,24.5682048797607,0,0,24.9,17.1636363636364,0.00959786982248521,6.5,"Talus",4,"Tg",NA,-0.34316912,-23.90175056,2.49053044375645,49.4962012383901,"ACFL_031_18","Triploid"
"ORCR","Grid",269,"Oh-be-Joyful Creek-Slate River",38.9099182,-107.02143,324731.343834844,4308722.58320919,1.5,0,0,0,0,"NA","",2827.31612049047,-0.691511801965858,15.7963226335707,22.3256187438965,2,1,31.4,26.6909090909091,0.0193258494031221,6.6,"Soil",4,"Ql",NA,NA,NA,NA,NA,"FSCP_280_18","Triploid"
"ORYUD","Random",321,"Washington Gulch-Slate River",38.9265229,-106.99574,326999.337477226,4310516.36613431,0.7,3,4,0,1,"NA","",3114.10222073902,-0.813121735092742,27.4128996965817,23.846435546875,1,1,26.7,19.8909090909091,0.017642983467897,5.1,"Soil",4,"Tp",0.0757766379560632,NA,NA,NA,NA,"ORYUD","Triploid"
"OUZLF","Random",318,"Washington Gulch-Slate River",38.9293168,-107.00109,326542.340385049,4310836.61312439,0.6,22,25,0,0,"Confirm not on private property","",3041.59600986594,-0.508944126067999,28.4491597854491,22.3192539215088,4,0,22.6,18.0454545454545,0.0225878048780488,4.1,"Soil",3,"Qu",NA,NA,NA,NA,NA,"BXKLR_316_18","Triploid"
"OVSI","Grid",46,"Middle East River",38.9511329,-106.96474,329745.684815843,4313189.29226001,0.7,1,1,0,0,"NA","",3098.014490573,-0.975349726159121,28.6715230442825,24.9846210479736,1,2,15.9,15.8818181818182,0.0126953772189349,5.2,"Talus",4,"Tg",NA,NA,NA,NA,NA,"ACFL_031_18","Triploid"
"OXLK","Grid",164,"Coal Creek",38.8629177,-107.05147,322009.181312021,4303564.44998253,0.5,1,0,0,0,"NA","",2987.0208091912,-0.997501473963669,29.42733516983,25.0852184295654,2,0,35.2,21.0090909090909,0.0078862861672612,8.7,"Soil",2,"Qdu",NA,NA,NA,NA,NA,"CNXB_160_18","Triploid"
"PAEU","Grid",130,"Washington Gulch-Slate River",38.9231291,-106.99516,327041.374935808,4310138.60804978,0.8,0,0,0,0,"NA","",3036.85626084813,-0.709350916540635,15.7244942521896,22.3183994293213,2,3,22.2,22.4727272727273,0.0157707605482397,6.1,"Soil",5,"Qt",NA,NA,NA,NA,NA,"AHUK_131_18","Triploid"
"PDEJ","Grid",147,"Coal Creek",38.8624783,-107.05025,322113.945955752,4303513.30515533,0.6,0,0,0,0,"NA","",2953.54352995185,-0.903259956294732,21.9083119252849,23.9714736938477,2,0,23.1,21.2363636363636,0.013436279296875,6.4,"Soil",2,"Qmy",NA,NA,NA,NA,NA,"PDEJ","Triploid"
"PEIZA","Random",460,"Middle East River",38.9176394,-106.90055,335230.98528773,4309354.08412159,1.3,2,3,0,0,"NA","",3112.53302872689,-0.149352459703606,28.8785756509876,19.1073760986328,2,2,37,19.8111111111111,0.0188399739583333,4.8,"Soil",3,"PPm",NA,NA,NA,NA,NA,"PEIZA","Triploid"
"PEUNX","Random",389,"Oh-be-Joyful Creek-Slate River",38.9355199,-107.0468,322595.232269381,4311613.05535472,0.6,0,0,0,0,NA,"",3008.92249912867,-0.311534583577753,25.1914634776283,20.5034427642822,2,1,18,17.0090909090909,0.00790120294052127,6.7,"Soil",3,"Kmu",NA,NA,NA,NA,NA,"AQPIX_387_18","Triploid"
"PFMU","Grid",115,"Washington Gulch-Slate River",38.9227728,-106.99525,327032.706725994,4310099.23525842,0.7,0,0,0,0,"NA","",3027.36434675313,-0.67767540815598,16.1449994828018,22.2129573822021,0,1,57,31.9454545454545,0.0230994182773503,7.3,"Soil",4,"Qt",NA,NA,NA,NA,NA,"AHUK_131_18","Triploid"
"PGWE","Grid",63,"Middle East River",38.9516667,-106.96484,329738.296315667,4313248.72240189,1,2,9,0,0,"NA","",3127.03071617122,-0.954744196927427,26.8868351846744,24.8614082336426,1,0,33,19.0272727272727,0.00742138191319495,8.3,"Talus",3,"Qm",NA,-0.612372,-23.26423467,2.48936354869817,48.3965216972035,"ACFL_031_18","Triploid"
"PGYU","Grid",192,"Coal Creek",38.8636069,-107.05054,322091.596312493,4303639.12666289,0.9,4,11,0,0,"NA","",3004.09290540584,-0.96432984695142,22.4313376574457,24.2560920715332,2,0,5.2,20.1727272727273,0.0267299149338374,4.6,"Talus",4,"Qdu",NA,NA,NA,NA,NA,"CZUE_196_18","Triploid"
